stamp,dx,dy,dz,axis_x,axis_y,axis_z,theta_rad
1642401169.076573383,-0.2227428793,-4.695949202,1.18405881,0.8677971373,0.1070267937,-0.4852560087,0.03238044106
1642401169.659195189,-0.2239938095,-4.697896475,1.181039362,0.6704758028,0.5956487893,-0.4423400475,0.03824926824
1642401170.309430523,-0.2249427931,-4.702368866,1.234774389,0.9359094753,0.07703590686,-0.3437134317,0.04212704189
1642401171.208158096,-0.2233221285,-4.702047891,1.202517441,0.6163280397,0.6234316731,-0.4811160946,0.04032051008
1642401171.974174074,-0.2235772396,-4.713304127,1.206665523,-0.9961159667,0.07395153301,-0.0477927988,0.682756943
1642401172.553670103,-0.224611699,-4.712574657,1.235860561,-0.9971228914,0.05811969365,-0.0486625175,0.6846731096
1642401173.208153279,-0.2218446222,-4.697668,1.180611836,0.8129140681,0.4440032934,-0.3768710565,0.04055034594
1642401173.795308019,-0.2225416483,-4.702633089,1.203857809,-0.9969010337,0.06180469472,-0.04866732667,0.6983580412
1642401174.281792718,-0.2220610694,-4.705914516,1.215377812,-0.9912969031,0.1198249696,-0.05451996514,0.7009195263
1642401174.639467802,-0.2224824951,-4.700626907,1.199263954,0.8471014683,-0.3309021529,-0.4158399543,0.03700086995
1642401175.320711617,-0.2212534938,-4.708270554,1.214623771,0.919246517,-0.1713559284,-0.354433332,0.04058219528
1642401176.009551102,-0.2229689338,-4.696889697,1.218768278,0.6707611841,0.6219329617,-0.4040777462,0.0524305549
1642401176.487945595,-0.2219445928,-4.698299123,1.199828866,0.9329493314,0.1573577434,-0.3237963644,0.04534483457
1642401177.088356765,-0.2222965618,-4.705793772,1.209650917,0.8836899686,0.194039841,-0.4259584245,0.03537055923
1642401177.596706826,-0.2207517739,-4.698708565,1.182944631,0.6816801173,0.5837625839,-0.4410594782,0.05009178641
1642401178.197348399,-0.2212722689,-4.694524365,1.201531342,0.6061739585,0.7088771734,-0.3606193077,0.06966228316
1642401178.886085067,-0.2212986991,-4.698693681,1.200506634,-0.9937470449,0.09898678879,-0.05165681375,0.7116541756
1642401179.291666398,-0.2205583945,-4.696764228,1.186842447,0.8963996582,-0.02593050461,-0.4424875837,0.03244030356
1642401179.856228948,-0.2204689343,-4.698293216,1.199792156,0.7627415621,-0.6295021073,-0.148163445,0.0423201003
1642401180.317658537,-0.2222139899,-4.700761978,1.22693997,0.9531814747,-0.1236706665,-0.2759540587,0.03780927546
1642401180.808936558,-0.2196388312,-4.696375189,1.199307196,0.9313656843,-0.1829529222,-0.31477959,0.03405373534
1642401181.349573200,-0.2208156464,-4.701558559,1.214458548,0.9258823505,0.08927852505,-0.3671119965,0.03503678242
1642401181.828130127,-0.2201615319,-4.707997425,1.199478225,-0.9943352692,0.0937763146,-0.05003374048,0.7242798889
1642401182.344972929,-0.2218823063,-4.70106608,1.229252814,0.9499974241,-0.1919202919,-0.2463158455,0.03469166881
1642401182.959929988,-0.2230122418,-4.706923064,1.260343539,0.7487570261,0.4998828823,-0.4352930275,0.04301070507
1642401183.541293406,-0.222354107,-4.709458535,1.235844326,-0.9948276391,0.08953758645,-0.04796862516,0.7620111405
1642401183.813237240,-0.2220333692,-4.698898962,1.239052043,0.8840886865,-0.05081729067,-0.4645479495,0.02451079524
1642401184.525201820,-0.2221702977,-4.700780945,1.257768052,0.7813392816,0.320530313,-0.535508399,0.03044425887
1642401185.181270301,-0.2238462601,-4.715412794,1.27840309,-0.9936420549,0.102734899,-0.04605439492,0.7964862579
1642401185.688557242,-0.2235086621,-4.707550732,1.287388455,-0.9950665207,0.08575225953,-0.04989157672,0.8109519955
1642401186.248045569,-0.224671181,-4.701132146,1.298130146,0.7721181518,0.04381832904,-0.6339664926,0.02095583358
1642401186.808042127,-0.2222127816,-4.695182416,1.282835294,0.05815012779,0.4972570016,-0.8656523765,0.01402217233
1642401187.316035767,-0.2228356951,-4.698247222,1.321891633,0.2259706778,0.0008722683673,-0.9741337136,0.01373322102
1642401188.009680479,,,,,,,
1642401188.580677976,,,,,,,
1642401189.147190060,,,,,,,
1642401189.687394663,,,,,,,
1642401190.239316473,,,,,,,
1642401190.856623328,,,,,,,
1642401191.478229258,,,,,,,
1642401192.644779322,,,,,,,
1642401193.254181031,,,,,,,
1642401193.884975808,,,,,,,
1642401194.343116290,,,,,,,
1642401194.948140395,,,,,,,
1642401195.609105944,,,,,,,
1642401196.216421445,,,,,,,
1642401197.080902438,,,,,,,
1642401197.795006027,,,,,,,
1642401198.278686522,,,,,,,
1642401198.712417058,,,,,,,
1642401199.189621165,,,,,,,
1642401199.992269487,,,,,,,
1642401200.436981569,,,,,,,
1642401201.001938365,,,,,,,
1642401201.464871946,,,,,,,
1642401202.136680159,,,,,,,
1642401202.484290255,,,,,,,
1642401202.837930365,,,,,,,
1642401203.162903566,,,,,,,
1642401203.685899998,,,,,,,
1642401204.136307721,,,,,,,
1642401205.199239761,,,,,,,
1642401205.814111571,,,,,,,
1642401206.469654283,,,,,,,
1642401207.059476553,,,,,,,
1642401207.639845587,,,,,,,
1642401208.266091654,,,,,,,
1642401208.883378061,,,,,,,
1642401209.368174189,,,,,,,
1642401210.036194727,,,,,,,
1642401210.796170612,,,,,,,
1642401211.864446703,,,,,,,
1642401212.360808162,,,,,,,
1642401213.062324740,,,,,,,
1642401213.673693039,,,,,,,
1642401214.267271207,,,,,,,
1642401214.875365024,,,,,,,
1642401215.431125133,,,,,,,
1642401216.272663434,,,,,,,
1642401216.841454209,,,,,,,
1642401217.475105766,,,,,,,
1642401218.035620445,,,,,,,
1642401219.561169805,,,,,,,
1642401220.214693991,,,,,,,
1642401220.666621737,,,,,,,
1642401221.240408429,,,,,,,
1642401221.914866667,,,,,,,
1642401222.640002140,,,,,,,
1642401223.302777669,,,,,,,
1642401223.995708129,,,,,,,
1642401224.629270789,,,,,,,
1642401225.164702902,,,,,,,
1642401225.649826172,,,,,,,
1642401226.281665637,,,,,,,
1642401226.748507854,,,,,,,
1642401227.339592287,,,,,,,
1642401227.799657568,,,,,,,
1642401228.327035252,,,,,,,
1642401229.096165615,,,,,,,
1642401229.672092404,,,,,,,
1642401230.360261927,,,,,,,
1642401230.875108314,,,,,,,
1642401231.643671563,,,,,,,
1642401232.296379832,,,,,,,
1642401232.934115421,,,,,,,
1642401233.401791891,,,,,,,
1642401233.959004246,,,,,,,
1642401234.536809529,,,,,,,
1642401235.241484972,,,,,,,
1642401235.687862456,,,,,,,
1642401236.173586279,,,,,,,
1642401237.273236200,,,,,,,
1642401238.532406132,,,,,,,
1642401239.106696353,,,,,,,
1642401239.637883312,,,,,,,
1642401240.872483423,,,,,,,
1642401241.560619538,,,,,,,
1642401242.139409668,,,,,,,
1642401242.660878653,,,,,,,
1642401243.156830794,,,,,,,
1642401243.608170851,,,,,,,
1642401244.136011391,,,,,,,
1642401244.661693785,,,,,,,
1642401245.078538715,,,,,,,
1642401245.462397310,,,,,,,
1642401245.899097044,,,,,,,
1642401246.295515001,,,,,,,
1642401246.887657018,,,,,,,
1642401247.282245539,,,,,,,
1642401247.703817198,,,,,,,
1642401248.069194898,,,,,,,
1642401248.542710435,,,,,,,
1642401249.161398208,,,,,,,
1642401249.607572329,,,,,,,
1642401249.971504022,,,,,,,
1642401250.631721719,,,,,,,
1642401251.061948329,,,,,,,
1642401251.528303851,,,,,,,
1642401251.926263656,,,,,,,
1642401252.357967313,,,,,,,
1642401252.756186674,,,,,,,
1642401253.370729103,,,,,,,
1642401253.795960243,,,,,,,
1642401254.263324644,,,,,,,
1642401254.727481860,,,,,,,
1642401255.206753519,,,,,,,
1642401255.555633618,,,,,,,
1642401256.102521718,,,,,,,
1642401256.535237070,,,,,,,
1642401257.126322207,,,,,,,
1642401257.568924080,,,,,,,
1642401258.068971005,,,,,,,
1642401258.539119386,,,,,,,
1642401258.923658919,,,,,,,
1642401259.271042323,,,,,,,
1642401259.765669996,,,,,,,
1642401260.328428709,,,,,,,
1642401260.694518228,,,,,,,
1642401261.126560066,,,,,,,
1642401261.699644092,,,,,,,
1642401262.173568755,,,,,,,
1642401262.567331631,,,,,,,
1642401263.097254059,,,,,,,
1642401263.508718042,,,,,,,
1642401264.035143872,,,,,,,
1642401264.295208738,,,,,,,
1642401265.160130890,,,,,,,
1642401265.735327493,,,,,,,
1642401266.274709843,,,,,,,
1642401267.205124404,,,,,,,
1642401267.697078595,,,,,,,
1642401268.355178019,,,,,,,
1642401268.758987387,,,,,,,
1642401269.404083570,,,,,,,
1642401269.768681225,,,,,,,
1642401270.435820854,,,,,,,
1642401270.805293081,,,,,,,
1642401271.307981391,,,,,,,
1642401271.794576107,,,,,,,
1642401272.303241565,,,,,,,
1642401272.762575026,,,,,,,
1642401273.203132548,,,,,,,
1642401273.556684176,,,,,,,
1642401273.864914110,,,,,,,
1642401274.501298381,,,,,,,
1642401274.827229197,,,,,,,
1642401275.242535991,,,,,,,
1642401275.736034462,,,,,,,
1642401276.122816558,,,,,,,
1642401276.595190509,,,,,,,
1642401277.368366215,,,,,,,
1642401277.833219345,,,,,,,
1642401278.441153896,,,,,,,
1642401278.903483211,,,,,,,
1642401279.432057138,,,,,,,
1642401279.959585897,,,,,,,
